,,,,,,,revenue_per_person,customer_type 
,,,,,,,120,Transient
,,,,,,,120,Transient
,,,,,,,120,Transient
,,,,,,,12,Transient-Party
,,,,,,,120,Transient
,,,,,,,193,Transient-Party
,,,,,,,164.9,Transient-Party
,,,,,,,126.98,Transient
,,,,,,,224.4,Transient
,,,,,,,380,Transient-Party
,,,,,,,164.9,Transient-Party
,,,,,,,147.48,Transient-Party
,,,,,,,147.48,Transient-Party
,,,,,,,164.9,Transient
,,,,,,,164.9,Transient
,,,,,,,201.875,Transient
,,,,,,,328.5,Transient
,,,,,,,507,Transient
,,,,,,,507,Transient
,,,,,,,507,Transient
,,,,,,,1848,Transient
,,,,,,,289.86,Transient
,,,,,,,47.5,Transient
,,,,,,,96,Transient
,,,,,,,96,Transient
,,,,,,,96,Transient
,,,,,,,96,Transient
,,,,,,,96,Transient
,,,,,,,96,Transient
,,,,,,,96,Transient
,,,,,,,96,Transient
,,,,,,,96,Transient
,,,,,,,96,Transient
,,,,,,,145.6,Transient
,,,,,,,96,Transient
,,,,,,,96,Transient
,,,,,,,96,Transient
,,,,,,,96,Transient
,,,,,,,96,Transient
,,,,,,,96,Transient
,,,,,,,163.8,Transient
,,,,,,,95,Transient
,,,,,,,96,Transient
,,,,,,,90.63,Transient
,,,,,,,193.995,Transient
,,,,,,,136.35,Transient
,,,,,,,394.2,Transient
,,,,,,,194.66,Transient
,,,,,,,189.72,Transient
,,,,,,,189.72,Transient
,,,,,,,186.16,Transient
,,,,,,,173.4,Transient
,,,,,,,169.16,Transient
,,,,,,,169.16,Transient
,,,,,,,181.9,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,40,Transient-Party
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,40,Transient-Party
,,,,,,,0,Transient-Party
,,,,,,,40,Transient-Party
,,,,,,,47.475,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,52,Transient-Party
,,,,,,,156,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,52,Transient-Party
,,,,,,,38.25,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,37.5,Transient
,,,,,,,62.86,Transient
,,,,,,,62.86,Transient
,,,,,,,107,Contract
,,,,,,,167,Transient
,,,,,,,177.495,Transient
,,,,,,,128.7,Transient
,,,,,,,112.5,Transient
,,,,,,,135.45,Transient
,,,,,,,119.25,Transient
,,,,,,,135.45,Transient
,,,,,,,224.4,Transient
,,,,,,,267,Transient
,,,,,,,169.16,Transient
,,,,,,,170,Transient
,,,,,,,153,Transient
,,,,,,,190.4,Transient
,,,,,,,139.28,Transient
,,,,,,,240.125,Transient
,,,,,,,240.125,Transient
,,,,,,,248.625,Transient
,,,,,,,666,Transient
,,,,,,,265.615,Transient
,,,,,,,112.5,Transient
,,,,,,,6,Transient
,,,,,,,6,Transient
,,,,,,,99.9,Transient
,,,,,,,50.5,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,76.5,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,181.8,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,190,Transient
,,,,,,,76.5,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,121.725,Transient
,,,,,,,148.95,Transient
,,,,,,,189,Transient
,,,,,,,166.5,Transient
,,,,,,,189,Transient
,,,,,,,139.95,Transient
,,,,,,,148.95,Transient
,,,,,,,137.7,Transient
,,,,,,,178.2,Transient
,,,,,,,323,Transient
,,,,,,,510,Transient
,,,,,,,313,Transient
,,,,,,,229.5,Transient
,,,,,,,267.75,Transient
,,,,,,,510,Transient
,,,,,,,313,Transient
,,,,,,,314.09,Transient
,,,,,,,265.615,Transient
,,,,,,,664.6666667,Transient
,,,,,,,45,Transient
,,,,,,,44.5,Transient
,,,,,,,90.9,Transient
,,,,,,,49.95,Transient
,,,,,,,42.75,Transient
,,,,,,,90.9,Transient
,,,,,,,45.9,Transient
,,,,,,,44.5,Transient
,,,,,,,44.5,Transient
,,,,,,,85.5,Transient
,,,,,,,96.3,Transient-Party
,,,,,,,65,Transient-Party
,,,,,,,85.5,Transient
,,,,,,,85.6,Transient
,,,,,,,65,Transient-Party
,,,,,,,65,Transient-Party
,,,,,,,85.5,Transient
,,,,,,,96.3,Transient-Party
,,,,,,,65,Transient-Party
,,,,,,,65,Transient-Party
,,,,,,,65.83,Transient
,,,,,,,131,Transient
,,,,,,,85.5,Transient
,,,,,,,115.3333333,Transient
,,,,,,,65,Transient-Party
,,,,,,,65,Transient-Party
,,,,,,,98,Transient
,,,,,,,65,Transient-Party
,,,,,,,225,Transient
,,,,,,,108.375,Transient
,,,,,,,144.45,Transient
,,,,,,,174.495,Transient
,,,,,,,178.2,Transient
,,,,,,,128.1733333,Transient
,,,,,,,181.9,Transient
,,,,,,,166.5,Transient
,,,,,,,177.66,Transient-Party
,,,,,,,177.66,Transient-Party
,,,,,,,198,Transient
,,,,,,,181.9,Transient
,,,,,,,224.4,Transient
,,,,,,,150,Transient-Party
,,,,,,,227.375,Transient
,,,,,,,218.875,Transient-Party
,,,,,,,227.375,Transient
,,,,,,,195,Transient-Party
,,,,,,,218.875,Transient-Party
,,,,,,,195,Transient-Party
,,,,,,,195,Transient-Party
,,,,,,,195,Transient-Party
,,,,,,,328,Transient
,,,,,,,,Transient-Party
,,,,,,,195,Transient-Party
,,,,,,,195,Transient-Party
,,,,,,,301.315,Transient
,,,,,,,785.4,Transient
,,,,,,,646,Transient
,,,,,,,401.5,Transient
,,,,,,,195,Transient-Party
,,,,,,,195,Transient-Party
,,,,,,,195,Transient-Party
,,,,,,,195,Transient
,,,,,,,48.15,Transient
,,,,,,,137.7,Transient
,,,,,,,139,Transient
,,,,,,,105.3,Transient
,,,,,,,70,Transient-Party
,,,,,,,90,Transient-Party
,,,,,,,96.3,Transient
,,,,,,,0,Contract
,,,,,,,175.5,Transient
,,,,,,,123.75,Transient
,,,,,,,139.95,Transient-Party
,,,,,,,139.95,Transient-Party
,,,,,,,129.93,Contract
,,,,,,,173.4,Transient
,,,,,,,215.9,Transient
,,,,,,,153,Transient
,,,,,,,153,Transient
,,,,,,,263.6666667,Transient
,,,,,,,646,Transient
,,,,,,,170.56,Transient
,,,,,,,318,Transient
,,,,,,,69.6,Transient
,,,,,,,235.875,Transient
,,,,,,,414,Transient
,,,,,,,248.465,Transient
,,,,,,,85.5,Transient
,,,,,,,118.8,Transient
,,,,,,,106,Transient
,,,,,,,300,Transient
,,,,,,,137.7,Transient
,,,,,,,300,Transient
,,,,,,,300,Transient
,,,,,,,134,Transient
,,,,,,,121.8,Transient
,,,,,,,141.75,Transient
,,,,,,,300,Transient
,,,,,,,123.75,Transient
,,,,,,,300,Transient
,,,,,,,196,Transient
,,,,,,,204,Transient
,,,,,,,448.8,Transient
,,,,,,,153.86,Transient
,,,,,,,300,Transient
,,,,,,,540,Transient
,,,,,,,186.16,Transient
,,,,,,,424,Transient
,,,,,,,209.8666667,Transient
,,,,,,,210.375,Transient
,,,,,,,200.45,Transient
,,,,,,,219.3,Transient
,,,,,,,280.5,Transient
,,,,,,,283.8,Transient
,,,,,,,227.375,Transient
,,,,,,,681.72,Transient
,,,,,,,281.34,Transient
,,,,,,,340.86,Transient
,,,,,,,251.175,Transient
,,,,,,,281.34,Transient
,,,,,,,384,Transient
,,,,,,,966,Transient
,,,,,,,895.79,Transient
,,,,,,,40.5,Transient
,,,,,,,38.11,Transient
,,,,,,,44.5,Transient
,,,,,,,95,Transient
,,,,,,,95,Transient
,,,,,,,105.3,Transient
,,,,,,,98,Transient
,,,,,,,105.3,Transient
,,,,,,,94.5,Transient
,,,,,,,94.5,Transient
,,,,,,,130.95,Transient
,,,,,,,128.4,Transient-Party
,,,,,,,128.25,Transient
,,,,,,,137.7,Transient
,,,,,,,102.3,Transient
,,,,,,,141.75,Transient
,,,,,,,157.95,Transient
,,,,,,,155.4,Transient-Party
,,,,,,,161.5,Transient
,,,,,,,198.9,Transient
,,,,,,,178.5,Transient
,,,,,,,164.9,Transient
,,,,,,,217,Transient
,,,,,,,247,Transient
,,,,,,,153.16,Transient
,,,,,,,198.9,Transient
,,,,,,,198.9,Transient
,,,,,,,232,Transient
,,,,,,,173.4,Transient
,,,,,,,285.56,Transient
,,,,,,,278.5,Transient
,,,,,,,227.375,Transient
,,,,,,,272.85,Contract
,,,,,,,197.01,Transient
,,,,,,,298.35,Transient
,,,,,,,99.9,Transient
,,,,,,,95,Transient
,,,,,,,99.9,Transient
,,,,,,,99.9,Transient
,,,,,,,99.9,Transient
,,,,,,,99.9,Transient
,,,,,,,99.9,Transient
,,,,,,,65,Transient
,,,,,,,99.9,Transient
,,,,,,,99.9,Transient
,,,,,,,99.9,Transient
,,,,,,,99.9,Transient
,,,,,,,45.9,Transient
,,,,,,,99.9,Transient
,,,,,,,99.9,Transient
,,,,,,,99.9,Transient
,,,,,,,99,Transient
,,,,,,,111.15,Transient
,,,,,,,128.25,Transient
,,,,,,,157.95,Transient
,,,,,,,353.01,Transient
,,,,,,,94.29,Transient
,,,,,,,159.3,Contract
,,,,,,,141.75,Transient
,,,,,,,177.3,Transient
,,,,,,,141.75,Transient
,,,,,,,147,Transient
,,,,,,,159.3,Contract
,,,,,,,160.5,Contract
,,,,,,,161.5,Transient
,,,,,,,124.36,Transient
,,,,,,,161.5,Transient
,,,,,,,203.75,Transient-Party
,,,,,,,248.625,Transient
,,,,,,,359,Transient
,,,,,,,198.9,Transient
,,,,,,,272,Transient
,,,,,,,205.325,Transient-Party
,,,,,,,162.18,Transient
,,,,,,,326.83,Transient
,,,,,,,760,Transient
,,,,,,,534.08,Transient
,,,,,,,49,Transient
,,,,,,,44.5,Transient
,,,,,,,45,Transient-Party
,,,,,,,105.3,Transient
,,,,,,,105.3,Transient
,,,,,,,117,Transient
,,,,,,,96.3,Transient
,,,,,,,140.85,Transient
,,,,,,,162.45,Transient
,,,,,,,135.45,Transient
,,,,,,,140.7,Transient
,,,,,,,214.995,Transient
,,,,,,,464,Transient
,,,,,,,161.5,Transient
,,,,,,,181.9,Transient
,,,,,,,198,Transient
,,,,,,,289,Transient
,,,,,,,198,Transient
,,,,,,,154.7,Transient
,,,,,,,213.5625,Transient
,,,,,,,318.325,Transient
,,,,,,,318.325,Transient
,,,,,,,2730,Transient
,,,,,,,37.075,Transient
,,,,,,,47.25,Transient
,,,,,,,65.8,Transient
,,,,,,,59,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,96.66666667,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,246.6,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,65.8,Transient
,,,,,,,37.075,Transient
,,,,,,,71,Transient
,,,,,,,47.25,Transient
,,,,,,,90.9,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,157.5,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,115,Transient
,,,,,,,62,Transient
,,,,,,,97.5,Transient
,,,,,,,97.5,Transient
,,,,,,,97.5,Transient
,,,,,,,59,Transient
,,,,,,,97.5,Transient
,,,,,,,97.5,Transient
,,,,,,,172.5,Transient
,,,,,,,157.95,Transient
,,,,,,,195,Transient
,,,,,,,97.5,Transient
,,,,,,,97.5,Transient
,,,,,,,172.5,Transient
,,,,,,,97.5,Transient
,,,,,,,97.5,Transient
,,,,,,,97.5,Transient
,,,,,,,172.5,Transient
,,,,,,,153.45,Transient
,,,,,,,195,Transient
,,,,,,,195,Transient
,,,,,,,195,Transient
,,,,,,,97.5,Transient
,,,,,,,97.5,Transient
,,,,,,,97.5,Transient
,,,,,,,128.25,Transient
,,,,,,,195,Transient
,,,,,,,195,Transient
,,,,,,,97.5,Transient
,,,,,,,97.5,Transient
,,,,,,,172.5,Transient
,,,,,,,153.45,Transient
,,,,,,,195,Transient
,,,,,,,97.5,Transient
,,,,,,,97.5,Transient
,,,,,,,97.5,Transient
,,,,,,,97.5,Transient
,,,,,,,97.5,Transient
,,,,,,,97.5,Transient
,,,,,,,178.2,Transient
,,,,,,,144.45,Transient
,,,,,,,195,Transient
,,,,,,,97.5,Transient
,,,,,,,172.5,Transient
,,,,,,,126.225,Transient
,,,,,,,186,Transient
,,,,,,,195,Transient
,,,,,,,195,Transient
,,,,,,,97.5,Transient
,,,,,,,195,Transient
,,,,,,,157.95,Transient
,,,,,,,150.75,Transient
,,,,,,,195,Transient
,,,,,,,195,Transient
,,,,,,,97.5,Transient
,,,,,,,97.5,Transient
,,,,,,,97.5,Transient
,,,,,,,97.5,Transient
,,,,,,,195,Transient
,,,,,,,97.5,Transient
,,,,,,,97.5,Transient
,,,,,,,172.5,Transient
,,,,,,,157.95,Transient
,,,,,,,97.5,Transient
,,,,,,,97.5,Transient
,,,,,,,97.5,Transient
,,,,,,,161.5,Transient-Party
,,,,,,,178.5,Transient
,,,,,,,208.6666667,Transient
,,,,,,,219.6,Transient
,,,,,,,219.6,Transient
,,,,,,,155.56,Transient-Party
,,,,,,,224.4,Transient
,,,,,,,118.2,Transient
,,,,,,,195,Transient
,,,,,,,155.56,Transient-Party
,,,,,,,193.06,Transient
,,,,,,,207.4,Transient
,,,,,,,175.1,Transient
,,,,,,,329,Transient
,,,,,,,264,Transient
,,,,,,,388.465,Transient
,,,,,,,388.465,Transient
,,,,,,,181.8,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,96.3,Transient
,,,,,,,115,Transient
,,,,,,,146,Transient
,,,,,,,105.3,Transient
,,,,,,,210,Transient
,,,,,,,85,Transient-Party
,,,,,,,181.8,Transient-Party
,,,,,,,85,Transient
,,,,,,,181.8,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,142,Transient
,,,,,,,142,Transient
,,,,,,,115,Transient
,,,,,,,142,Transient
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,181.8,Transient
,,,,,,,85,Transient-Party
,,,,,,,142,Transient
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,127.8,Transient
,,,,,,,103.5,Transient
,,,,,,,181.8,Transient-Party
,,,,,,,96.3,Transient
,,,,,,,159.495,Transient
,,,,,,,144.45,Transient
,,,,,,,154.33,Transient
,,,,,,,336.99,Transient
,,,,,,,187.2,Transient
,,,,,,,125.895,Transient
,,,,,,,336.99,Transient
,,,,,,,159.495,Transient
,,,,,,,306,Transient
,,,,,,,306,Transient
,,,,,,,306,Transient
,,,,,,,194.66,Transient
,,,,,,,190.4,Transient
,,,,,,,306,Transient
,,,,,,,153,Transient
,,,,,,,201.7333333,Transient
,,,,,,,178.5,Transient
,,,,,,,373.5,Transient
,,,,,,,214.625,Transient
,,,,,,,285.44,Transient
,,,,,,,318.325,Transient
,,,,,,,351.0033333,Transient
,,,,,,,377.2266667,Transient
,,,,,,,994.9,Transient
,,,,,,,193.375,Transient
,,,,,,,228.225,Transient
,,,,,,,21.94333333,Transient
,,,,,,,29.55,Transient
,,,,,,,52.65,Transient
,,,,,,,90.9,Transient
,,,,,,,73.5,Transient
,,,,,,,59.4,Transient
,,,,,,,101.3333333,Transient
,,,,,,,101.3333333,Transient
,,,,,,,104,Transient
,,,,,,,132.975,Transient
,,,,,,,243.9,Transient
,,,,,,,104,Transient
,,,,,,,127.67,Transient
,,,,,,,143.55,Transient
,,,,,,,124.425,Transient
,,,,,,,132.975,Transient
,,,,,,,128.25,Transient
,,,,,,,147,Transient
,,,,,,,178.2,Transient
,,,,,,,128.25,Transient
,,,,,,,127.67,Transient
,,,,,,,151.52,Transient
,,,,,,,215.9,Transient
,,,,,,,215.9,Transient
,,,,,,,153,Transient
,,,,,,,162.0666667,Transient
,,,,,,,151.52,Transient
,,,,,,,151.52,Transient
,,,,,,,254.1066667,Transient
,,,,,,,151.52,Transient
,,,,,,,147.3333333,Transient
,,,,,,,206.975,Transient
,,,,,,,170,Transient
,,,,,,,139.75,Transient
,,,,,,,328.11,Transient
,,,,,,,451.01,Transient
,,,,,,,400.05,Transient
,,,,,,,206.475,Transient
,,,,,,,47.25,Transient
,,,,,,,38.36666667,Transient
,,,,,,,44.5,Transient
,,,,,,,90,Transient
,,,,,,,114.3,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,50.5,Transient
,,,,,,,45.66666667,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,89,Transient
,,,,,,,100.8,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,148.95,Transient
,,,,,,,133.5,Transient
,,,,,,,169.2,Transient
,,,,,,,256.5,Transient
,,,,,,,144.45,Transient-Party
,,,,,,,281.7,Transient
,,,,,,,115.03,Transient
,,,,,,,146.445,Transient
,,,,,,,132.75,Transient
,,,,,,,144.45,Transient-Party
,,,,,,,122.85,Transient
,,,,,,,133.5,Transient
,,,,,,,281.7,Transient
,,,,,,,161.5,Transient
,,,,,,,214,Contract
,,,,,,,181.9,Transient
,,,,,,,186.16,Transient
,,,,,,,93.37333333,Transient
,,,,,,,178.5,Transient
,,,,,,,173.4,Transient
,,,,,,,203.6,Transient
,,,,,,,490.5,Transient
,,,,,,,206.125,Transient
,,,,,,,501.515,Transient
,,,,,,,514.255,Transient
,,,,,,,42.75,Transient-Party
,,,,,,,95,Transient
,,,,,,,104,Transient
,,,,,,,42.75,Transient-Party
,,,,,,,42.75,Transient
,,,,,,,95,Transient
,,,,,,,85.5,Transient
,,,,,,,96.3,Transient
,,,,,,,89,Transient
,,,,,,,190,Transient
,,,,,,,144.45,Transient
,,,,,,,272.7,Transient
,,,,,,,144.5,Transient
,,,,,,,220.16,Transient
,,,,,,,153,Transient
,,,,,,,121.18,Transient
,,,,,,,140.06,Transient
,,,,,,,164.9,Transient
,,,,,,,144.5,Transient
,,,,,,,161.5,Transient
,,,,,,,129.6,Transient
,,,,,,,191.5,Transient
,,,,,,,289,Transient
,,,,,,,164.9,Transient
,,,,,,,168.3,Transient
,,,,,,,106.5,Transient
,,,,,,,165.33,Transient
,,,,,,,144.5,Transient
,,,,,,,192.425,Transient
,,,,,,,226.35,Transient
,,,,,,,192.425,Transient
,,,,,,,206,Transient
,,,,,,,44.5,Transient
,,,,,,,85.5,Transient
,,,,,,,44.5,Transient
,,,,,,,95,Transient
,,,,,,,44.5,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,107,Transient-Party
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,96.3,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,214,Transient-Party
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,230,Transient
,,,,,,,42.75,Transient
,,,,,,,230,Transient
,,,,,,,102.63,Transient
,,,,,,,240.7,Transient
,,,,,,,249.06,Transient
,,,,,,,175.1,Transient
,,,,,,,177.66,Transient
,,,,,,,266.04,Transient
,,,,,,,46.575,Transient
,,,,,,,72.8,Transient-Party
,,,,,,,98,Transient-Party
,,,,,,,210.98,Transient
,,,,,,,90.95,Transient-Party
,,,,,,,72.8,Transient-Party
,,,,,,,150.75,Transient
,,,,,,,160,Transient-Party
,,,,,,,160,Transient-Party
,,,,,,,125.6,Transient-Party
,,,,,,,125.6,Transient-Party
,,,,,,,202,Transient
,,,,,,,202,Transient
,,,,,,,198,Transient-Party
,,,,,,,198,Transient-Party
,,,,,,,160,Transient-Party
,,,,,,,160,Transient-Party
,,,,,,,125.6,Transient-Party
,,,,,,,202,Transient
,,,,,,,202,Transient
,,,,,,,198,Transient-Party
,,,,,,,181.9,Transient
,,,,,,,125.6,Transient-Party
,,,,,,,202,Transient
,,,,,,,198,Transient-Party
,,,,,,,198,Transient-Party
,,,,,,,202,Transient-Party
,,,,,,,202,Transient-Party
,,,,,,,202,Transient
,,,,,,,146.6666667,Transient-Party
,,,,,,,125.6,Transient-Party
,,,,,,,198.9,Transient
,,,,,,,125.6,Transient-Party
,,,,,,,202,Transient
,,,,,,,198,Transient-Party
,,,,,,,198,Transient-Party
,,,,,,,160,Transient-Party
,,,,,,,160,Transient-Party
,,,,,,,280,Transient-Party
,,,,,,,125.6,Transient-Party
,,,,,,,202,Transient
,,,,,,,202,Transient
,,,,,,,202,Transient
,,,,,,,198,Transient-Party
,,,,,,,160,Transient-Party
,,,,,,,125.6,Transient-Party
,,,,,,,202,Transient
,,,,,,,202,Transient
,,,,,,,202,Transient-Party
,,,,,,,198,Transient-Party
,,,,,,,202,Transient-Party
,,,,,,,160,Transient-Party
,,,,,,,160,Transient-Party
,,,,,,,125.6,Transient-Party
,,,,,,,125.6,Transient-Party
,,,,,,,116,Transient
,,,,,,,148,Transient-Party
,,,,,,,90.95,Transient-Party
,,,,,,,127.8,Transient
,,,,,,,148,Transient-Party
,,,,,,,98,Transient-Party
,,,,,,,148,Transient-Party
,,,,,,,160,Transient-Party
,,,,,,,125.6,Transient-Party
,,,,,,,202,Transient
,,,,,,,202,Transient
,,,,,,,198,Transient-Party
,,,,,,,198,Transient-Party
,,,,,,,228.66,Transient
,,,,,,,160,Transient-Party
,,,,,,,125.6,Transient-Party
,,,,,,,125.6,Transient-Party
,,,,,,,160,Transient-Party
,,,,,,,160,Transient-Party
,,,,,,,125.6,Transient-Party
,,,,,,,125.6,Transient-Party
,,,,,,,202,Transient
,,,,,,,202,Transient
,,,,,,,198,Transient-Party
,,,,,,,198,Transient-Party
,,,,,,,202,Transient
,,,,,,,202,Transient
,,,,,,,191.3333333,Transient-Party
,,,,,,,338,Transient-Party
,,,,,,,160,Transient-Party
,,,,,,,280,Transient-Party
,,,,,,,125.6,Transient-Party
,,,,,,,125.6,Transient-Party
,,,,,,,160,Transient-Party
,,,,,,,160,Transient-Party
,,,,,,,125.6,Transient-Party
,,,,,,,125.6,Transient-Party
,,,,,,,202,Transient
,,,,,,,202,Transient
,,,,,,,198,Transient-Party
,,,,,,,198,Transient-Party
,,,,,,,160,Transient-Party
,,,,,,,125.6,Transient-Party
,,,,,,,125.6,Transient-Party
,,,,,,,125.6,Transient-Party
,,,,,,,202,Transient
,,,,,,,202,Transient
